0,0,0,-0.0260416625,-0.0462963,-0.0260416625,-0.0462963,-0.0390625,-0.06944445,-0.0260416625,-0.0925925875,-0.0260416625,-0.1157407375,-0.0130208375,-0.1388888875,-0.0260416625,-0.1851851875
0,0,0,0.0130208375,0,0.0260416625,0,0.0130208375,0.02314815,0.0260416625,0.02314815,0.0260416625,0.02314815,0.0260416625,0.02314815,0.0390625,0
0,0,0,0.0130208375,0,0,0.02314815,0.0130208375,0.02314815,0.0130208375,0.02314815,0.0130208375,0.02314815,0.0260416625,0,0.0260416625,0.02314815
0,0,0,-0.0130208375,0.02314815,0,0.02314815,0,0.02314815,0,0.02314815,0.0130208375,0,0.0130208375,0.02314815,0.0130208375,0
0,0,0,0.0130208375,0,0.0130208375,0,0.0130208375,0,0.0260416625,-0.02314815,0.0260416625,0,0.0260416625,-0.02314815,-0.0130208375,0
0,0,0,0,0,0,0,0.0130208375,-0.02314815,0.0130208375,0,0.0130208375,-0.02314815,-0.0260416625,0,-0.0390625,0.02314815
0,0,0,0,0,0.0130208375,-0.02314815,0.0130208375,0,0.0130208375,-0.02314815,-0.0260416625,0,-0.0390625,0.02314815,-0.0390625,0.02314815
0,0,0,0.0130208375,-0.02314815,0.0130208375,0,0.0130208375,-0.02314815,-0.0260416625,0,-0.0390625,0.02314815,-0.0390625,0.02314815,-0.0390625,0
0,0,0,0,0.02314815,0,0,-0.0390625,0.02314815,-0.0520833375,0.0462963,-0.0520833375,0.0462963,-0.0520833375,0.02314815,-0.0651041625,0.06944445
0,0,0,-0.0390625,0.02314815,-0.0520833375,0.0462963,-0.0520833375,0.0462963,-0.0520833375,0.02314815,-0.0651041625,0.06944445,-0.0651041625,0.06944445,-0.0520833375,0.0925925875
0,0,0,-0.0130208375,0.02314815,-0.0130208375,0.02314815,-0.0130208375,0,-0.0260416625,0.0462963,-0.0260416625,0.0462963,-0.0130208375,0.06944445,-0.0260416625,0.06944445
0,0,0,0,0,0,-0.02314815,-0.0130208375,0.02314815,-0.0130208375,0.02314815,0,0.0462963,-0.0130208375,0.0462963,0,0.0462963
0,0,0,0,-0.02314815,-0.0130208375,0.02314815,-0.0130208375,0.02314815,0,0.0462963,-0.0130208375,0.0462963,0,0.0462963,0,0.0462963
0,0,0,-0.0130208375,0.0462963,-0.0130208375,0.0462963,0,0.06944445,-0.0130208375,0.06944445,0,0.06944445,0,0.06944445,0,0.06944445
0,0,0,0.0130208375,0.02314815,0,0.02314815,0.0130208375,0.02314815,0.0130208375,0.02314815,0.0130208375,0.02314815,0.0130208375,0.0462963,0.0130208375,0.0462963
0,0,0,-0.0130208375,0,0,0,0,0,0,0,0,0.02314815,0,0.02314815,0,0.02314815
0,0,0,0.0130208375,0,0.0130208375,0,0.0130208375,0,0.0130208375,0.02314815,0.0130208375,0.02314815,0.0130208375,0.02314815,0,0
0,0,0,0,0,0,0,0,0.02314815,0,0.02314815,0,0.02314815,-0.0130208375,0,0,0.02314815
0,0,0,0,0,0,0.02314815,0,0.02314815,0,0.02314815,-0.0130208375,0,0,0.02314815,0.0260416625,-0.02314815
0,0,0,0,0.02314815,0,0.02314815,0,0.02314815,-0.0130208375,0,0,0.02314815,0.0260416625,-0.02314815,0,0
0,0,0,0,0,0,0,-0.0130208375,-0.02314815,0,0,0.0260416625,-0.0462963,0,-0.02314815,0,0.02314815
